"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Credit Card (TG)","","13-06-2024","Amazon","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.26 ~ Category: Other",51.96$,0.00$,"Reconciled"
"Credit Card (TG)","","13-06-2024","ONCE UPON A CHILD TORONTO ON","Cumulative: Progeny","Cumulative","Progeny","Rewards earned: 0.12 ~ Category: Other",23.63$,0.00$,"Reconciled"
"Reconcile account","","12-06-2024","Transfer : Timmy's FHSA","Savings: House","Savings","House","",266.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","12-06-2024","Transfer : Reconcile account","","","","To WS Investments",156.00$,0.00$,"Reconciled"
"Reconcile account","","12-06-2024","Transfer : Vivian's FHSA","Savings: House","Savings","House","",156.00$,0.00$,"Reconciled"
"Reconcile account","","12-06-2024","Transfer : Everyday Checking (TG)","","","","To WS Investments",0.00$,156.00$,"Reconciled"
"Vivian's FHSA","","12-06-2024","Transfer : Reconcile account","","","","",0.00$,156.00$,"Reconciled"
"Timmy's FHSA","","12-06-2024","Transfer : Reconcile account","","","","",0.00$,266.00$,"Reconciled"
"CC Rewards (TG)","","11-06-2024","Transfer : Credit Card (TG)","","","","",500.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","11-06-2024","INTERAC e-Transfer To: Christina","Cumulative: Gifts","Cumulative","Gifts","birthday check for peyton",103.00$,0.00$,"Reconciled"
"Credit Card (TG)","","11-06-2024","FreshCo","Monthly: Groceries","Monthly","Groceries","Rewards earned: 1.40 ~ Category: Groceries",69.82$,0.00$,"Reconciled"
"Credit Card (TG)","","11-06-2024","UBER CANADA/UBEREATS TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","Rewards earned: 0.48 ~ Category: Restaurant",24.01$,0.00$,"Reconciled"
"WS Joint Checking","","11-06-2024","Viv EI","Inflow: Ready to Assign","Inflow","Ready to Assign","Viv's EI",0.00$,402.00$,"Reconciled"
"Credit Card (TG)","","11-06-2024","Transfer : CC Rewards (TG)","","","","",0.00$,500.00$,"Reconciled"
"WS Joint Checking","","11-06-2024","T EI","Inflow: Ready to Assign","Inflow","Ready to Assign","Timmy's EI",0.00$,1180.00$,"Reconciled"
"WS Joint Checking","","10-06-2024","Transfer : Reconcile account","","","","Money transfer out of the account (executed at 2024-06-10)",266.00$,0.00$,"Reconciled"
"Reconcile account","","10-06-2024","Transfer : WS Joint Checking","","","","Money transfer out of the account (executed at 2024-06-10)",0.00$,266.00$,"Reconciled"
"Reconcile account","","07-06-2024","Transfer : Tim's Pension","Savings: Retirement","Savings","Retirement","Pension transfer",312.00$,0.00$,"Reconciled"
"Credit Card (TG)","","07-06-2024","FIDO Mobile ******1514 888-481-3","Monthly: Cellphone","Monthly","Cellphone","Rewards earned: 0.48 ~ Category: Bill Payment",96.06$,0.00$,"Reconciled"
"Credit Card (TG)","","07-06-2024","SHELL C05285 EAST GWILLIMB ON","Cumulative: Car","Cumulative","Car","Rewards earned: 0.30 ~ Category: Gas",59.05$,0.00$,"Reconciled"
"Credit Card (TG)","","07-06-2024","Amazon","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.21 ~ Category: Other",41.80$,0.00$,"Reconciled"
"Tim's Pension","","07-06-2024","Transfer : Reconcile account","","","","Pension transfer",0.00$,312.00$,"Reconciled"
"Reconcile account","","07-06-2024","Timmy's Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,312.00$,"Reconciled"
"WS Joint Checking","","06-06-2024","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","Pay",0.00$,538.11$,"Reconciled"
"Credit Card (TG)","","05-06-2024","BAYCREST FOUNDATION NORTH YORK O","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 1.50 ~ Category: Other",300.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","05-06-2024","Transfer : Reconcile account","","","","To WS Investments",156.00$,0.00$,"Reconciled"
"Reconcile account","","05-06-2024","Transfer : Vivian's FHSA","Savings: House","Savings","House","",156.00$,0.00$,"Reconciled"
"Credit Card (TG)","","05-06-2024","WORLD VISION MISSISSAUGA ON","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 0.20 ~ Category: Bill Payment",39.00$,0.00$,"Reconciled"
"WS Cash","","05-06-2024","Transfer : WS Joint Checking","","","","",1.04$,0.00$,"Reconciled"
"WS Joint Checking","","05-06-2024","Starting Balance","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.00$,"Reconciled"
"WS Joint Checking","","05-06-2024","Transfer : WS Cash","","","","",0.00$,1.04$,"Reconciled"
"Reconcile account","","05-06-2024","Transfer : Everyday Checking (TG)","","","","To WS Investments",0.00$,156.00$,"Reconciled"
"Vivian's FHSA","","05-06-2024","Transfer : Reconcile account","","","","",0.00$,156.00$,"Reconciled"
"Everyday Checking (TG)","","04-06-2024","Visa Debit - Purchase - CANADAHE","Tax Deductible: God's Money","Tax Deductible","God's Money","CANADAHELPS *DONATION 877-755-1595  CA",100.00$,0.00$,"Reconciled"
"Credit Card (TG)","","04-06-2024","MADE TO MOVE NORTH VANCOUV BC","Tax Deductible: Medical","Tax Deductible","Medical","Rewards earned: 0.36 ~ Category: Bill Payment",72.00$,0.00$,"Reconciled"
"Credit Card (TG)","","04-06-2024","NOFRILLS ROCCA'S #3931 TORONTO O","Monthly: Groceries","Monthly","Groceries","Rewards earned: 1.36 ~ Category: Groceries",68.21$,0.00$,"Reconciled"
"Everyday Checking (TG)","","04-06-2024","EFT Withdrawal to INTER-VARSITY","Tax Deductible: God's Money","Tax Deductible","God's Money","To INTER-VARSITY",50.00$,0.00$,"Reconciled"
"BBC Visa","","04-06-2024","TORONTO PARKING AUTHOR TORONTO, ON","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",20.00$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","03-06-2024","Transfer : Cash","","","","",120.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","03-06-2024","Transfer : Cash","","","","Transferred",60.00$,0.00$,"Reconciled"
"Credit Card (TG)","","03-06-2024","Value Village","Cumulative: Clothes","Cumulative","Clothes","Rewards earned: 0.23 ~ Category: Other",45.12$,0.00$,"Reconciled"
"Everyday Checking (TG)","","03-06-2024","EFT Withdrawal to Economical Ins","Hidden Categories: Rent","Hidden Categories","Rent","To Economical Ins.",39.96$,0.00$,"Reconciled"
"Credit Card (TG)","","03-06-2024","SHOPPERS DRUG MART #30 TORONTO O","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.15 ~ Category: Drug Store",29.37$,0.00$,"Reconciled"
"BBC Visa","","03-06-2024","GOOGLE *GSUITE_benderb 855-222-8603, ON","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",18.72$,0.00$,"Reconciled"
"BBC Visa","","03-06-2024","Amazon Web Services www.amazon.ca, ON","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",0.80$,0.00$,"Reconciled"
"Cash","","03-06-2024","Transfer : Everyday Checking (TG)","","","","Transferred",0.00$,60.00$,"Cleared"
"Cash","","03-06-2024","Transfer : Viv's Paycheck (TD)","","","","",0.00$,120.00$,"Cleared"
"Credit Card (TG)","","02-06-2024","Amazon","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.14 ~ Category: Other",27.11$,0.00$,"Reconciled"
"Timmy's TFSA Trade","","01-06-2024","Transfer : Timmy's TFSA","","","","",20805.13$,0.00$,"Uncleared"
"Everyday Checking (TG)","","01-06-2024","INTERAC e-Transfer To: Yifan Yu","Hidden Categories: Rent","Hidden Categories","Rent","Split (1/2) ",1600.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","01-06-2024","INTERAC e-Transfer To: Yifan Yu","Hidden Categories: Hydro","Hidden Categories","Hydro","Split (2/2) ",75.32$,0.00$,"Reconciled"
"T WS TFSA HISA","","01-06-2024","Transfer : Timmy's TFSA","","","","",327.68$,0.00$,"Uncleared"
"Credit Card (TG)","","01-06-2024","Canadian Tire","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.39 ~ Category: Home Improvement",78.03$,0.00$,"Reconciled"
"Credit Card (TG)","","01-06-2024","La Vie En Rose","Cumulative: Clothes","Cumulative","Clothes","Rewards earned: 0.21 ~ Category: Other",41.80$,0.00$,"Reconciled"
"WS Cash","","01-06-2024","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1.04$,"Reconciled"
"WS Joint Checking","","01-06-2024","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,3.06$,"Reconciled"
"Timmy's TFSA","","01-06-2024","Transfer : T WS TFSA HISA","","","","",0.00$,327.68$,"Reconciled"
"Timmy's TFSA","","01-06-2024","Transfer : Timmy's TFSA Trade","","","","",0.00$,20805.13$,"Reconciled"
"Viv's Paycheck (TD)","","31-05-2024","Transfer : Credit Card (TG)","","","","",3009.00$,0.00$,"Reconciled"
"BBC Visa","","31-05-2024","Intuit","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",186.45$,0.00$,"Reconciled"
"WS Joint Checking","","31-05-2024","Transfer : Reconcile account","","","","",76.00$,0.00$,"Reconciled"
"Reconcile account","","31-05-2024","Transfer : Timmy's TFSA Trade","Hidden Categories: Tuition","Hidden Categories","Tuition","",76.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","31-05-2024","Visa Debit - Purchase - CANADAHE","Tax Deductible: God's Money","Tax Deductible","God's Money","CANADAHELPS *DONATION 877-755-1595  CA",70.00$,0.00$,"Reconciled"
"Credit Card (TG)","","31-05-2024","TORONTO RSD - PARKING TORONTO ON","Cumulative: Fees","Cumulative","Fees","Rewards earned: 1.00 ~ Category: Parking",50.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","31-05-2024","Visa Debit - Purchase - CANADAHE","Tax Deductible: God's Money","Tax Deductible","God's Money","CANADAHELPS *DONATION 877-755-1595  CA",30.00$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","31-05-2024","MONTHLY ACCOUNT FEE","Cumulative: Fees","Cumulative","Fees","",10.95$,0.00$,"Reconciled"
"Everyday Checking (TG)","","31-05-2024","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.03$,"Reconciled"
"CC Rewards (TG)","","31-05-2024","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.27$,"Reconciled"
"WS Cash","","31-05-2024","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,2.31$,"Reconciled"
"Viv's Paycheck (TD)","","31-05-2024","ACCT BAL REBATE","Cumulative: Fees","Cumulative","Fees","",0.00$,10.95$,"Reconciled"
"Viv's Paycheck (TD)","","31-05-2024","MANULIFE         INS","Tax Deductible: Medical","Tax Deductible","Medical","",0.00$,49.75$,"Reconciled"
"Timmy's TFSA Trade","","31-05-2024","Transfer : Reconcile account","","","","",0.00$,76.00$,"Reconciled"
"Reconcile account","","31-05-2024","Transfer : WS Joint Checking","","","","",0.00$,76.00$,"Reconciled"
"Viv's Paycheck (TD)","","31-05-2024","MANULIFE         INS","Tax Deductible: Medical","Tax Deductible","Medical","",0.00$,150.00$,"Reconciled"
"Timmy's FHSA","","31-05-2024","Investment Gain/Loss","","","","Entered automatically by YNAB",0.00$,260.65$,"Reconciled"
"Viv's Paycheck (TD)","","31-05-2024","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,327.50$,"Reconciled"
"Vivian's FHSA","","31-05-2024","Investment Gain/Loss","","","","Entered automatically by YNAB",0.00$,359.52$,"Reconciled"
"Everyday Checking (TG)","","31-05-2024","EFT Deposit from SUN LIFE","Tax Deductible: Medical","Tax Deductible","Medical","From SUN LIFE",0.00$,515.10$,"Reconciled"
"Timmy's TFSA","","31-05-2024","Investment Gain/Loss","","","","Entered automatically by YNAB",0.00$,612.07$,"Reconciled"
"Viv's TFSA","","31-05-2024","Investment Gain/Loss","","","","Entered automatically by YNAB",0.00$,649.21$,"Reconciled"
"Viv's Paycheck (TD)","","31-05-2024","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1790.12$,"Reconciled"
"Credit Card (TG)","","31-05-2024","Transfer : Viv's Paycheck (TD)","","","","",0.00$,3009.00$,"Reconciled"
"BBC Chequing","","30-05-2024","INTERAC E-TRANSFER SEND Matt Bender","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",360.00$,0.00$,"Reconciled"
"Reconcile account","","30-05-2024","Transfer : Viv's Pension","Savings: Retirement","Savings","Retirement","Pension Transfer",291.75$,0.00$,"Reconciled"
"BBC Chequing","","30-05-2024","Transfer : BBC Visa","","","","",269.96$,0.00$,"Reconciled"
"Credit Card (TG)","","30-05-2024","FOOD BASICS 672 TORONTO ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 2.86 ~ Category: Groceries",142.96$,0.00$,"Reconciled"
"Credit Card (TG)","","30-05-2024","SHOPPERS DRUG MART #30 TORONTO O","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","Rewards earned: 0.28 ~ Category: Drug Store",56.16$,0.00$,"Reconciled"
"Credit Card (TG)","","30-05-2024","THE BIG CARROT TORONTO ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.53 ~ Category: Groceries",26.33$,0.00$,"Reconciled"
"Everyday Checking (TG)","","30-05-2024","Transfer : CC Rewards (TG)","","","","Transferred",2.00$,0.00$,"Reconciled"
"CC Rewards (TG)","","30-05-2024","Transfer : Everyday Checking (TG)","","","","Transferred",0.00$,2.00$,"Reconciled"
"BBC Visa","","30-05-2024","Transfer : BBC Chequing","","","","",0.00$,269.96$,"Reconciled"
"Viv's Pension","","30-05-2024","Transfer : Reconcile account","","","","Pension Transfer",0.00$,291.75$,"Reconciled"
"Reconcile account","","30-05-2024","Vivian Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,291.75$,"Reconciled"
"Timmy's TFSA Trade","","30-05-2024","Investment Gain/Loss","","","","Entered automatically by YNAB",0.00$,484.42$,"Reconciled"
"Everyday Checking (TG)","","29-05-2024","Transfer : Reconcile account","","","","",156.00$,0.00$,"Reconciled"
"Reconcile account","","29-05-2024","Transfer : Vivian's FHSA","Savings: House","Savings","House","",156.00$,0.00$,"Reconciled"
"Credit Card (TG)","","29-05-2024","Amazon","Cumulative: Progeny","Cumulative","Progeny","Rewards earned: 0.13 ~ Category: Other",25.98$,0.00$,"Reconciled"
"BBC Chequing","","29-05-2024","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.05$,"Reconciled"
"Vivian's FHSA","","29-05-2024","Transfer : Reconcile account","","","","",0.00$,156.00$,"Reconciled"
"Reconcile account","","29-05-2024","Transfer : Everyday Checking (TG)","","","","",0.00$,156.00$,"Reconciled"
"WS Joint Checking","","28-05-2024","Transfer : Reconcile account","","","","",266.00$,0.00$,"Reconciled"
"Reconcile account","","28-05-2024","Transfer : Timmy's FHSA","Savings: House","Savings","House","",266.00$,0.00$,"Reconciled"
"Credit Card (TG)","","28-05-2024","MADE TO MOVE NORTH VANCOUV BC","Tax Deductible: Medical","Tax Deductible","Medical","Rewards earned: 0.36 ~ Category: Bill Payment",72.00$,0.00$,"Reconciled"
"WS Cash","","28-05-2024","Transfer : Reconcile account","","","","",21.83$,0.00$,"Reconciled"
"Reconcile account","","28-05-2024","Transfer : Timmy's TFSA Trade","Hidden Categories: Tuition","Hidden Categories","Tuition","",21.83$,0.00$,"Reconciled"
"Timmy's TFSA Trade","","28-05-2024","Transfer : Reconcile account","","","","",0.00$,21.83$,"Reconciled"
"Reconcile account","","28-05-2024","Transfer : WS Cash","","","","",0.00$,21.83$,"Reconciled"
"CC Rewards (TG)","","28-05-2024","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","Credit Card Rewards Redemption",0.00$,32.54$,"Reconciled"
"Timmy's FHSA","","28-05-2024","Transfer : Reconcile account","","","","",0.00$,266.00$,"Reconciled"
"Reconcile account","","28-05-2024","Transfer : WS Joint Checking","","","","",0.00$,266.00$,"Reconciled"
"BBC Visa","","27-05-2024","GITHUB, INC. HTTPSGITHUB.C, CA 10.00 USD @ 1.408000","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",14.08$,0.00$,"Reconciled"
"Credit Card (TG)","","27-05-2024","Amazon","Cumulative: Progeny","Cumulative","Progeny","Rewards earned: 0.06 ~ Category: Bill Payment",11.29$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","27-05-2024","CHURCH OF THE R PAY","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","",0.00$,685.12$,"Reconciled"
"Credit Card (TG)","","26-05-2024","TO PARKING PERMIT-PERM TORONTO O","Cumulative: Car","Cumulative","Car","Rewards earned: 0.75 ~ Category: Other",150.45$,0.00$,"Reconciled"
"Credit Card (TG)","","26-05-2024","Amazon","Cumulative: Gifts","Cumulative","Gifts","Rama and Omar",32.76$,0.00$,"Reconciled"
"Credit Card (TG)","","26-05-2024","GLOBE AND MAIL TORONTO ON","Cumulative: Books & Education","Cumulative","Books & Education","Rewards earned: 0.15 ~ Category: Bill Payment",29.36$,0.00$,"Reconciled"
"Credit Card (TG)","","25-05-2024","Amazon","Cumulative: Gifts","Cumulative","Gifts","Rama and Omar Baby",94.76$,0.00$,"Reconciled"
"Credit Card (TG)","","25-05-2024","SHOPPERS DRUG MART #05 TORONTO O","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","Split (1/2) ",40.00$,0.00$,"Reconciled"
"Credit Card (TG)","","25-05-2024","SHOPPERS DRUG MART #05 TORONTO O","Cumulative: Progeny","Cumulative","Progeny","Split (2/2) ",28.58$,0.00$,"Reconciled"
"Credit Card (TG)","","25-05-2024","Bike Share Toronto","Cumulative: Bike","Cumulative","Bike","",0.34$,0.00$,"Reconciled"
"Reconcile account","","24-05-2024","Transfer : Tim's Pension","Savings: Retirement","Savings","Retirement","Pension transfer",312.00$,0.00$,"Reconciled"
"BBC Visa","","24-05-2024","Intuit","Tax Deductible: Timmy's Work","Tax Deductible","Timmy's Work","",227.93$,0.00$,"Reconciled"
"Everyday Checking (TG)","","24-05-2024","Intact Insurance Company","Cumulative: Car","Cumulative","Car","To INTACT INS. CO.",136.67$,0.00$,"Reconciled"
"Everyday Checking (TG)","","24-05-2024","Transfer : Credit Card (TG)","","","","",135.83$,0.00$,"Reconciled"
"Everyday Checking (TG)","","24-05-2024","Visa Debit - Purchase - CANADAHE","Tax Deductible: God's Money","Tax Deductible","God's Money","CANADAHELPS *DONATION 877-755-1595  CA",60.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","24-05-2024","Visa Debit - Purchase - CANADAHE","Tax Deductible: God's Money","Tax Deductible","God's Money","CANADAHELPS *DONATION 877-755-1595  CA",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","24-05-2024","Transfer : Everyday Checking (TG)","","","","",0.00$,135.83$,"Reconciled"
"Tim's Pension","","24-05-2024","Transfer : Reconcile account","","","","Pension transfer",0.00$,312.00$,"Reconciled"
"Reconcile account","","24-05-2024","Timmy's Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,312.00$,"Reconciled"
"Credit Card (TG)","","23-05-2024","SHOPPERS DRUG MART 128 EAST YORK","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","Rewards earned: 0.05 ~ Category: Drug Store",9.99$,0.00$,"Reconciled"
"Everyday Checking (TG)","","23-05-2024","Transfer : CC Rewards (TG)","","","","Transferred",1.00$,0.00$,"Reconciled"
